symbol,stock_name,industry,sub_industry,benchmark
PRAXIS,,,,
PRECAM,Precision Camshafts Limited,,,
PRECOT,Precot Meridian Limited,,,
PRECWIRE,Precision Wires India Limited,,,
PREMEXPLN,Premier Explosives Limited,,,
PREMIER,Premier Limited,,,
PREMIERPOL,Premier Polyfilm Limited,,,
PRESSMN,Pressman Advertising Limited,,,
PRESTIGE,Prestige Estates Projects Limited,CONSTRUCTION,CONSTRUCTION & CONTRACTING - REAL ESTATE,NIFTY REALTY
PRICOLLTD,Pricol Limited,,,
PRIMESECU,Prime Securities Limited,,,
PRITI,,,,
PROLIFE,,,,
PROVOGE,Provogue (India) Limited,,,
PROZONINTU,Prozone Intu Properties Limited,,,
PRSMJOHNSN,Prism Johnson Ltd.,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
PSB,Punjab & Sind Bank,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,NIFTY BANK
PSL,PSL Limited,,,
PSPPROJECT,PSP Projects Limited,,,
PSUBNKBEES,,,,
PTC,PTC India Limited,ENERGY,TRADING,NIFTY ENERGY
PTL,PTL Enterprises Limited,,,
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,CHEMICALS,FERTILISERS,
PUNJLLOYD,Punj Lloyd Limited,,,
PURVA,Puravankara Limited,,,
PVP,PVP Ventures Limited,,,
PVR,PVR Limited,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
QGOLDHALF,,,,
QUESS,Quess Corp Limited,SERVICES,,
QUICKHEAL,Quick Heal Technologies Limited,,,
RADAAN,Radaan Mediaworks India Limited,,,
RADICO,Radico Khaitan Limited,CONSUMER GOODS,BREWERIES & DISTILLERIES,NIFTY CONSUMPTION
RADIOCITY,Music Broadcast Limited,,,
RAIN,Rain Industries Limited,CHEMICALS,CEMENT - MAJOR,
RAINBOWPAP,Rainbow Papers Limited,,,
RAJESHEXPO,Rajesh Exports Limited,CONSUMER GOODS,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,NIFTY CONSUMPTION
RAJRAYON,Raj Rayon Industries Limited,,,
RAJSREESUG,Rajshree Sugars & Chemicals Limited,CONSUMER GOODS,SUGAR,NIFTY CONSUMPTION
RAJTV,Raj Television Network Limited,,,
RAJVIR,Rajvir Industries Limited,,,
RALLIS,Rallis India Limited,FERTILISERS & PESTICIDES,PESTICIDES & AGRO CHEMICALS,
RAMANEWS,Shree Rama Newsprint Limited,,,
RAMASTEEL,Rama Steel Tubes Limited,METALS,,NIFTY METAL
RAMCOCEM,The Ramco Cements Limited,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
RAMCOIND,Ramco Industries Limited,,,
RAMCOSYS,Ramco Systems Limited,IT,,NIFTY IT
RAMGOPOLY,,,,
RAMKY,Ramky Infrastructure Limited,CONSTRUCTION,,NIFTY INFRA
RANASUG,Rana Sugars Limited,CONSUMER GOODS,SUGAR,NIFTY CONSUMPTION
RANEENGINE,Rane Engine Valve Limited,,,
RANEHOLDIN,Rane Holdings Limited,,,
RATNAMANI,Ratnamani Metals & Tubes Limited,METALS,STEEL - TUBES & PIPES,NIFTY METAL
RAYMOND,Raymond Limited,TEXTILES,TEXTILES - WOOLLEN & WORSTED,
RBL,Rane Brake Lining Limited,,,
RBLBANK,RBL Bank Limited,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,NIFTY BANK
RCF,Rashtriya Chemicals and Fertilizers Limited,FERTILISERS & PESTICIDES,FERTILISERS,
RCOM,Reliance Communications Limited,TELECOM,TELECOMMUNICATIONS - SERVICE,
RECLTD,Rural Electrification Corporation Limited,FINANCIAL SERVICES,FINANCE - TERM LENDING INSTITUTIONS,NIFTY BANK
REDINGTON,Redington (India) Limited,IT,COMPUTERS - HARDWARE,NIFTY IT
REFEX,Refex Industries Limited,,,
REGENCERAM,Regency Ceramics Limited,,,
RELAXO,Relaxo Footwears Limited,CONSUMER GOODS,LEATHER PRODUCTS,NIFTY CONSUMPTION
RELCAPITAL,Reliance Capital Limited,FINANCIAL SERVICES,FINANCE - INVESTMENTS,NIFTY BANK
RELCNX100,,,,
RELCONS,,,,
RELDIVOPP,,,,
RELIABLE,,,,
RELIANCE,Reliance Industries Limited,ENERGY,REFINERIES,NIFTY ENERGY
RELIFIN,,,,
RELIGARE,Religare Enterprises Limited,FINANCIAL SERVICES,FINANCE - INVESTMENTS,NIFTY BANK
RELINFRA,Reliance Infrastructure Limited,ENERGY,POWER - GENERATION & DISTRIBUTION,NIFTY ENERGY
RELNV20,,,,
REMSONSIND,Remsons Industries Limited,,,
RENUKA,Shree Renuka Sugars Limited,CONSUMER GOODS,SUGAR,NIFTY CONSUMPTION
REPCOHOME,Repco Home Finance Limited,FINANCIAL SERVICES,FINANCE - HOUSING,NIFTY BANK
REPL,,,,
REPRO,Repro India Limited,,,
RESPONIND,Responsive Industries Limited,,,
REVATHI,Revathi Equipment Limited,INDUSTRIAL MANUFACTURING,,
RHFL,Reliance Home Finance Limited,FINANCIAL SERVICES,FINANCE - HOUSING,NIFTY BANK
RICOAUTO,Rico Auto Industries Limited,AUTOMOBILE,AUTO ANCILLARIES,NIFTY AUTO
RIIL,Reliance Industrial Infrastructure Limited,CONSTRUCTION,INFRASTRUCTURE - GENERAL,NIFTY INFRA
RITES,,,,
RJL,Renaissance Jewellery Limited,,,
RKDL,Ravi Kumar Distilleries Limited,,,
RKEC,,,,
RKFORGE,Ramkrishna Forgings Limited,INDUSTRIAL MANUFACTURING,,
RMCL,Radha Madhav Corporation Limited,,,
RMDRIP,,,,
RML,Rane (Madras) Limited,,,
RNAM,,,,
RNAVAL,Reliance Naval and Engineering Limited,INDUSTRIAL MANUFACTURING,SHIPPING,
ROHITFERRO,,,,
ROHLTD,Royal Orchid Hotels Limited,SERVICES,HOTELS,
ROLLT,Rollatainers Limited,,,
ROLTA,Rolta India Limited,IT,COMPUTERS - SOFTWARE,NIFTY IT
ROSSELLIND,Rossell India Limited,,,
RPGLIFE,RPG Life Sciences Limited,,,
RPOWER,Reliance Power Limited,ENERGY,POWER - GENERATION & DISTRIBUTION,NIFTY ENERGY
RPPINFRA,R.P.P. Infra Projects Limited,CONSTRUCTION,,NIFTY INFRA
RSSOFTWARE,R. S. Software (India) Limited,IT,,NIFTY IT
RSWM,RSWM Limited,,,
RSYSTEMS,R Systems International Limited,,,
RTNINFRA,RattanIndia Infrastructure Limited,CONSTRUCTION,,NIFTY INFRA
RTNPOWER,RattanIndia Power Limited,ENERGY,POWER - GENERATION & DISTRIBUTION,NIFTY ENERGY
RUBYMILLS,The Ruby Mills Limited,,,
RUCHIRA,Ruchira Papers Limited,,,
RUCHISOYA,Ruchi Soya Industries Limited,,,
RUPA,Rupa & Company Limited,TEXTILES,TEXTILES - READYMADE APPARELS,
RUSHIL,Rushil Decor Limited,,,
SABEVENTS,Sab Events & Governance Now Media Limited,,,
SABTN,Sri Adhikari Brothers Television Network Limited,,,
SADBHAV,Sadbhav Engineering Limited,CONSTRUCTION,INFRASTRUCTURE - GENERAL,NIFTY INFRA
SADBHIN,Sadbhav Infrastructure Project Limited,CONSTRUCTION,,NIFTY INFRA
SAGCEM,Sagar Cements Limited,,,
SAIL,Steel Authority of India Limited,METALS,STEEL - LARGE,NIFTY METAL
SAKHTISUG,Sakthi Sugars Limited,CONSUMER GOODS,SUGAR,NIFTY CONSUMPTION
SAKSOFT,Saksoft Limited,,,
SAKUMA,Sakuma Exports Limited,,,
SALASAR,Salasar Techno Engineering Limited,INDUSTRIAL MANUFACTURING,,
SALONA,Salona Cotspin Limited,,,
SALORAINTL,Salora International Limited,,,
SALSTEEL,S.A.L. Steel Limited,METALS,,NIFTY METAL
SALZERELEC,Salzer Electronics Limited,,,
SAMBHAAV,Sambhaav Media Limited,,,
SANCO,Sanco Industries Limited,,,
SANDESH,The Sandesh Limited,,,
SANDHAR,,,,
SANGAMIND,Sangam (India) Limited,,,
SANGHIIND,Sanghi Industries Limited,,,
SANGHVIFOR,Sanghvi Forging and Engineering Limited,INDUSTRIAL MANUFACTURING,,
SANGHVIMOV,Sanghvi Movers Limited,,,
SANGINITA,,,,
SANOFI,Sanofi India Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
SANWARIA,Sanwaria Consumer Limited,,,
SARDAEN,Sarda Energy & Minerals Limited,,,
SAREGAMA,Saregama India Limited,,,
SARLAPOLY,Sarla Performance Fibers Limited,,,
SARVESHWAR,,,,
SASKEN,Sasken Technologies Limited,,,
SASTASUNDR,Sastasundar Ventures Limited,,,
SATHAISPAT,Sathavahana Ispat Limited,,,
SATIN,Satin Creditcare Network Limited,,,
SBILIFE,SBI Life Insurance Company Ltd.,FINANCIAL SERVICES,FINANCE - GENERAL,NIFTY BANK
SBIN,State Bank of India,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,NIFTY BANK
SCAPDVR,,,,
SCHAEFFLER,Schaeffler India Limited,INDUSTRIAL MANUFACTURING,BEARINGS,
SCHAND,S Chand And Company Limited,,,
SCHNEIDER,Schneider Electric Infrastructure Limited,ENERGY,POWER - GENERATION & DISTRIBUTION,NIFTY ENERGY
SCI,Shipping Corporation Of India Limited,SERVICES,SHIPPING,
SDBL,Som Distilleries & Breweries Limited,,,
SEAMECLTD,Seamec Limited,,,
SECURCRED,,,,
SELAN,Selan Exploration Technology Limited,,,
SELMCL,SEL Manufacturing Company Limited,,,
SEPOWER,S.E. Power Limited,,,
SEQUENT,Sequent Scientific Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
SESHAPAPER,Seshasayee Paper and Boards Limited,,,
SETCO,Setco Automotive Limited,AUTOMOBILE,AUTO ANCILLARIES,NIFTY AUTO
SETFGOLD,,,,
SETFNIF50,,,,
SETFNIFBK,,,,
SETFNN50,,,,
SEZAL,Sezal Glass Limited,,,
SFL,Sheela Foam Limited,CONSUMER GOODS,MISCELLANEOUS,NIFTY CONSUMPTION
SGBAUG24,,,,
SGBFEB24,,,,
SGBJAN26,,,,
SGBJUL25,,,,
SGBMAR24,,,,
SGBMAR25,,,,
SGBMAY25,,,,
SGBMAY26,,,,
SGBNOV23,,,,
SGBNOV24,,,,
SGBNOV25,,,,
SGBNOV25VI,,,,
SGBOCT25,,,,
SGBSEP24,,,,
SGL,STL Global Limited,,,
SHAHALLOYS,Shah Alloys Limited,,,
SHAKTIPUMP,Shakti Pumps (India) Limited,,,
SHALBY,,,,
SHALPAINTS,Shalimar Paints Limited,,,
SHANKARA,Shankara Building Products Limited,METALS,,NIFTY METAL
SHANTIGEAR,Shanthi Gears Limited,,,
SHARDACROP,Sharda Cropchem Limited,FERTILISERS & PESTICIDES,PESTICIDES & AGRO CHEMICALS,
SHARDAMOTR,Sharda Motor Industries Limited,,,
SHARIABEES,,,,
SHARONBIO,Sharon Bio-Medicine Limited,,,
SHEMAROO,Shemaroo Entertainment Limited,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
SHILPAMED,Shilpa Medicare Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
SHILPI,Shilpi Cable Technologies Limited,,,
SHIRPUR-G,Shirpur Gold Refinery Limited,,,
SHIVAMAUTO,Shivam Autotech Limited,AUTOMOBILE,AUTO ANCILLARIES,NIFTY AUTO
SHIVAMILLS,,,,
SHIVATEX,,,,
SHK,S H Kelkar and Company Limited,CONSUMER GOODS,CHEMICALS,NIFTY CONSUMPTION
SHOPERSTOP,Shoppers Stop Limited,CONSUMER GOODS,RETAIL,NIFTY FMCG
SHREECEM,Shree Cements Limited,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,FERTILISERS & PESTICIDES,FERTILISERS,
SHREERAMA,Shree Rama Multi-Tech Limited,,,
SHRENIK,,,,
SHREYANIND,Shreyans Industries Limited,,,
SHREYAS,Shreyas Shipping & Logistics Limited,SERVICES,TRANSPORT & LOGISTICS,
SHRIPISTON,Shriram Pistons & Rings Limited,,,
SHRIRAMCIT,Shriram City Union Finance Limited,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,NIFTY BANK
SHRIRAMEPC,Shriram EPC Limited,,,
SHYAMCENT,Shyam Century Ferrous Limited,,,
SHYAMTEL,,,,
SICAGEN,Sicagen India Limited,,,
SICAL,Sical Logistics Limited,SERVICES,TRANSPORT & LOGISTICS,
SIEMENS,Siemens Limited,INDUSTRIAL MANUFACTURING,INFRASTRUCTURE - GENERAL,
SIGNET,Signet Industries Limited,,,
SIIL,,,,
SIL,Standard Industries Limited,,,
SILINV,SIL Investments Limited,,,
SILLYMONKS,,,,
SILVERTUC,,,,
SIMBHALS,Simbhaoli Sugars Limited,CONSUMER GOODS,SUGAR,NIFTY CONSUMPTION
SIMPLEX,Simplex Projects Limited,,,
SIMPLEXINF,Simplex Infrastructures Limited,CONSTRUCTION,,NIFTY INFRA
SINTERCOM,,,,
SINTEX,Sintex Industries Limited,,,
SIRCA,,,,
SIS,Security and Intelligence Services (India) Limited,SERVICES,,
SITASHREE,Sita Shree Food Products Limited,CONSUMER GOODS,FOOD PROCESSING,NIFTY CONSUMPTION
SITINET,Siti Networks Limited,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
SIYSIL,Siyaram Silk Mills Limited,,,
SJVN,SJVN Limited,ENERGY,POWER - GENERATION & DISTRIBUTION,NIFTY ENERGY
SKFINDIA,SKF India Limited,INDUSTRIAL MANUFACTURING,BEARINGS,
SKIL,SKIL Infrastructure Limited,CONSTRUCTION,,NIFTY INFRA
SKIPPER,Skipper Limited,,,
SKMEGGPROD,SKM Egg Products Export (India) Limited,,,
SMARTLINK,Smartlink Network Systems Limited,,,
SMLISUZU,SML Isuzu Limited,AUTOMOBILE,AUTO - LCVS & HCVS,NIFTY AUTO
SMPL,Splendid Metal Products Limited,METALS,,NIFTY METAL
SMSLIFE,SMS Lifesciences India Limited,,,
SMSPHARMA,SMS Pharmaceuticals Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
SMVD,,,,
SNOWMAN,Snowman Logistics Limited,SERVICES,TRANSPORT & LOGISTICS,
SOBHA,Sobha Limited,CONSTRUCTION,CONSTRUCTION & CONTRACTING - REAL ESTATE,NIFTY REALTY
SOFTTECH,,,,
SOLARA,,,,
SOLARINDS,Solar Industries India Limited,CHEMICALS,CHEMICALS,
SOLEX,,,,
SOMANYCERA,Somany Ceramics Limited,CONSTRUCTION,CERAMICS & GRANITE,NIFTY CONSUMPTION
SOMATEX,Soma Textiles & Industries Limited,TEXTILES,TEXTILES-COMPOSITE-MILLS,
SOMICONVEY,Somi Conveyor Beltings Limited,,,
SONAMCLOCK,,,,
SONATSOFTW,Sonata Software Limited,IT,COMPUTERS - SOFTWARE MEDIUM & SMALL,NIFTY IT
SORILINFRA,SORIL Infra Resources Limited,CONSTRUCTION,,NIFTY INFRA
SOTL,Savita Oil Technologies Limited,,,
SOUTHBANK,The South Indian Bank Limited,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,NIFTY BANK
SOUTHWEST,,,,
SPAL,S. P. Apparels Limited,TEXTILES,TEXTILES - READYMADE APPARELS,
SPARC,Sun Pharma Advanced Research Company Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
SPECIALITY,Speciality Restaurants Limited,,,
SPENTEX,Spentex Industries Limited,,,
SPIC,Southern Petrochemicals Industries Corporation  Limited,CHEMICALS,CHEMICALS,
SPICEMOBI,Spice Mobility Limited,,,
SPLIL,SPL Industries Limited,,,
SPMLINFRA,SPML Infra Limited,CONSTRUCTION,,NIFTY INFRA
SPTL,Sintex Plastics Technology Limited,INDUSTRIAL MANUFACTURING,,
SPYL,Shekhawati Poly-Yarn Limited,,,
SQSBFSI,SQS India BFSI Limited,,,
SREEL,Sreeleathers Limited,,,
SREIBNPNCD,,,,
SREINFRA,SREI Infrastructure Finance Limited,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,NIFTY BANK
SRF,SRF Limited,TEXTILES,TEXTILES - MANMADE,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,,,
SRIPIPES,Srikalahasthi Pipes Limited,,,
SRIRAM,,,,
SRSLTD,SRS Limited,,,
SRTRANSFIN,Shriram Transport Finance Company Limited,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,NIFTY BANK
SSWL,Steel Strips Wheels Limited,METALS,,NIFTY METAL
STAMPEDE,Stampede Capital Limited,,,
STAN,,,,
STAR,Strides Shasun Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
STARCEMENT,Star Cement Limited,CEMENT & CEMENT PRODUCTS,,
STARPAPER,Star Paper Mills Limited,,,
STCINDIA,The State Trading Corporation of India Limited,,,
STEELCITY,,,,
STEELXIND,STEEL EXCHANGE INDIA LIMITED,METALS,,NIFTY METAL
STEL,Stel Holdings Limited,,,
STERTOOLS,Sterling Tools Limited,,,
STRTECH,Sterlite Technologies Limited,TELECOM,CABLES - TELEPHONE,
SUBEX,Subex Limited,,,
SUBROS,Subros Limited,,,
SUDARSCHEM,Sudarshan Chemical Industries Limited,CHEMICALS,DYES & PIGMENTS,
SUJANAUNI,Sujana Universal Industries Limited,,,
SUMEETINDS,Sumeet Industries Limited,,,
SUMMITSEC,Summit Securities Limited,,,
SUNCLAYLTD,Sundaram Clayton Limited,,,
SUNDARAM,Sundaram Multi Pap Limited,,,
SUNDARMFIN,Sundaram Finance Limited,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,NIFTY BANK
SUNDARMHLD,,,,
SUNDRMBRAK,Sundaram Brake Linings Limited,,,
SUNDRMFAST,Sundram Fasteners Limited,AUTOMOBILE,FASTENERS,NIFTY AUTO
SUNFLAG,Sunflag Iron And Steel Company Limited,METALS,,NIFTY METAL
SUNILHITEC,Sunil Hitech Engineers Limited,INDUSTRIAL MANUFACTURING,,
SUNPHARMA,Sun Pharmaceutical Industries Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
SUNTECK,Sunteck Realty Limited,CONSTRUCTION,CONSTRUCTION & CONTRACTING - REAL ESTATE,NIFTY REALTY
SUNTV,Sun TV Network Limited,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
SUPERHOUSE,Superhouse Limited,,,
SUPERSPIN,Super Spinning Mills Limited,,,
SUPPETRO,Supreme Petrochem Limited,,,
SUPRAJIT,Suprajit Engineering Limited,INDUSTRIAL MANUFACTURING,,
SUPREMEIND,Supreme Industries Limited,INDUSTRIAL MANUFACTURING,PLASTICS,
SUPREMEINF,Supreme Infrastructure India Limited,CONSTRUCTION,,NIFTY INFRA
SUPREMETEX,Supreme Tex Mart Limited,,,
SURANAIND,Surana Industries Limited,,,
SURANASOL,Surana Solar Limited,,,
SURANAT&P,Surana Telecom and Power Limited,,,
SURYALAXMI,Suryalakshmi Cotton Mills Limited,TEXTILES,TEXTILES - SPINNING - COTTON BLENDED,
SURYAROSNI,Surya Roshni Limited,,,
SUTLEJTEX,Sutlej Textiles and Industries Limited,TEXTILES,TEXTILES - GENERAL,
SUULD,,,,
SUVEN,Suven Life Sciences Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
SUZLON,Suzlon Energy Limited,INDUSTRIAL MANUFACTURING,POWER - GENERATION & DISTRIBUTION,
SWANENERGY,Swan Energy Limited,TEXTILES,TRADING,
SWARAJENG,Swaraj Engines Limited,,,
SWELECTES,Swelect Energy Systems Limited,,,
symbol,stock_name,industry,sector,
SYMPHONY,Symphony Limited,CONSUMER GOODS,CONSUMER GOODS - WHITE GOODS,NIFTY CONSUMPTION
SYNCOM,Syncom Healthcare Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
SYNDIBANK,Syndicate Bank,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,NIFTY BANK
SYNGENE,Syngene International Limited,PHARMA,MISCELLANEOUS,NIFTY PHARMA
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,CHEMICALS,CHEMICALS,
TAJGVK,Taj GVK Hotels & Resorts Limited,SERVICES,HOTELS,
TAKE,Take Solutions Limited,IT,COMPUTERS - SOFTWARE MEDIUM & SMALL,NIFTY IT
TALBROAUTO,Talbros Automotive Components Limited,AUTOMOBILE,AUTO ANCILLARIES,NIFTY AUTO
TALWALKARS,Talwalkars Better Value Fitness Limited,,,
TALWGYM,,,,
TANLA,Tanla Solutions Limited,,,
TANTIACONS,Tantia Constructions Limited,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,NIFTY REALTY
TARACHAND,,,,
TARAJEWELS,Tara Jewels Limited,,,
TARAPUR,Tarapur Transformers Limited,,,
TARMAT,Tarmat Limited,,,
TASTYBITE,Tasty Bite Eatables Limited,,,
TATACHEM,Tata Chemicals Limited,CHEMICALS,CHEMICALS,
TATACOFFEE,Tata Coffee Limited,CONSUMER GOODS,PLANTATIONS - TEA & COFFEE,NIFTY CONSUMPTION
TATACOMM,Tata Communications Limited,TELECOM,TELECOMMUNICATIONS - SERVICE,
TATAELXSI,Tata Elxsi Limited,IT,COMPUTERS - SOFTWARE,NIFTY IT
TATAGLOBAL,Tata Global Beverages Limited,CONSUMER GOODS,PLANTATIONS - TEA & COFFEE,NIFTY CONSUMPTION
TATAINVEST,Tata Investment Corporation Limited,FINANCIAL SERVICES,FINANCE - INVESTMENTS,NIFTY BANK
TATAMETALI,Tata Metaliks Limited,METALS,,NIFTY METAL
TATAMOTORS,Tata Motors Limited,AUTOMOBILE,AUTO - LCVS & HCVS,NIFTY AUTO
TATAMTRDVR,Tata Motors Limited,AUTOMOBILE,AUTO - LCVS & HCVS,NIFTY AUTO
TATAPOWER,Tata Power Company Limited,ENERGY,POWER - GENERATION & DISTRIBUTION,NIFTY ENERGY
TATASPONGE,Tata Sponge Iron Limited,METALS,STEEL - SPONGE IRON,NIFTY METAL
TATASTEEL,Tata Steel Limited,METALS,STEEL - LARGE,NIFTY METAL
TBZ,Tribhovandas Bhimji Zaveri Limited,,,
TCFSL,,,,
TCI,Transport Corporation of India Limited,,,
TCIDEVELOP,TCI Developers Limited,,,
TCIEXP,TCI Express Limited,,,
TCIFINANCE,TCI Finance Limited,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,NIFTY BANK
TCPLPACK,,,,
TCS,Tata Consultancy Services Limited,IT,COMPUTERS - SOFTWARE,NIFTY IT
TDPOWERSYS,TD Power Systems Limited,,,
TEAMLEASE,Teamlease Services Limited,,,
TECHIN,Techindia Nirman Limited,,,
TECHM,Tech Mahindra Limited,IT,COMPUTERS - SOFTWARE,NIFTY IT
TECHNO,Techno Electric & Engineering Company Limited,CONSTRUCTION,ELECTRIC EQUIPMENT,NIFTY INFRA
TECHNOFAB,Technofab Engineering Limited,INDUSTRIAL MANUFACTURING,,
TEJASNET,Tejas Networks Limited,,,
TERASOFT,Tera Software Limited,IT,,NIFTY IT
TEXINFRA,Texmaco Infrastructure & Holdings Limited,CONSTRUCTION,,NIFTY INFRA
TEXMOPIPES,Texmo Pipes and Products Limited,,,
TEXRAIL,Texmaco Rail & Engineering Limited,INDUSTRIAL MANUFACTURING,INFRASTRUCTURE - GENERAL,
TFCILTD,Tourism Finance Corporation of India Limited,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,NIFTY BANK
TFL,Transwarranty Finance Limited,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,NIFTY BANK
TGBHOTELS,TGB Banquets And Hotels Limited,SERVICES,HOTELS,
THANGAMAYL,Thangamayil Jewellery Limited,,,
THEMISMED,Themis Medicare Limited,,,
THERMAX,Thermax Limited,INDUSTRIAL MANUFACTURING,INFRASTRUCTURE - GENERAL,
THIRUSUGAR,Thiru Arooran Sugars Limited,CONSUMER GOODS,SUGAR,NIFTY CONSUMPTION
THOMASCOOK,Thomas Cook  (India)  Limited,SERVICES,MISCELLANEOUS,
THOMASCOTT,Thomas Scott (India) Limited,,,
THYROCARE,Thyrocare Technologies Limited,HEALTHCARE SERVICES,HOSPITALS & MEDICAL SERVICES,NIFTY HEALTHCARE
TI,Tilaknagar Industries Limited,,,
TIDEWATER,Tide Water Oil Company (India) Limited,,,
TIFIN,TI Financial Holdings Limited,FINANCIAL SERVICES,MISCELLANEOUS,NIFTY BANK
TIIL,Technocraft Industries (India) Limited,,,
TIINDIA,Tube Investments of India Ltd.,AUTOMOBILE,,NIFTY AUTO
TIJARIA,Tijaria Polypipes Limited,,,
TIL,TIL Limited,,,
TIMESGTY,Times Guaranty Limited,,,
TIMETECHNO,Time Technoplast Limited,INDUSTRIAL MANUFACTURING,,
TIMKEN,Timken India Limited,INDUSTRIAL MANUFACTURING,BEARINGS,
TINPLATE,The Tinplate Company of India Limited,,,
TIPSINDLTD,TIPS Industries Limited,,,
TIRUMALCHM,Thirumalai Chemicals Limited,CHEMICALS,CHEMICALS,
TIRUPATIFL,,,,
TITAN,Titan Company Limited,CONSUMER GOODS,MISCELLANEOUS,NIFTY CONSUMPTION
TMRVL,The Mandhana Retail Ventures Limited,CONSUMER GOODS,RETAIL,NIFTY FMCG
TNPETRO,Tamilnadu PetroProducts Limited,,,
TNPL,Tamil Nadu Newsprint & Papers Limited,PAPER,PAPER,
TNTELE,Tamilnadu Telecommunication Limited,,,
TOKYOPLAST,Tokyo Plast International Limited,,,
TORNTPHARM,Torrent Pharmaceuticals Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
TORNTPOWER,Torrent Power Limited,ENERGY,POWER - GENERATION & DISTRIBUTION,NIFTY ENERGY
TOTAL,,,,
TOUCHWOOD,,,,
TPLPLASTEH,TPL Plastech Limited,,,
TREEHOUSE,Tree House Education & Accessories Limited,,,
TRENT,Trent Limited,CONSUMER GOODS,RETAIL,NIFTY FMCG
TRF,TRF Limited,,,
TRIDENT,Trident Limited,TEXTILES,TEXTILES - SPINNING - COTTON BLENDED,
TRIGYN,Trigyn Technologies Limited,,,
TRIL,Transformers And Rectifiers (India) Limited,,,
TRITURBINE,Triveni Turbine Limited,INDUSTRIAL MANUFACTURING,ELECTRIC EQUIPMENT,
TRIVENI,Triveni Engineering & Industries Limited,INDUSTRIAL MANUFACTURING,,
TTKHLTCARE,TTK Healthcare Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
TTKPRESTIG,TTK Prestige Limited,CONSUMER GOODS,DOMESTIC APPLIANCES,NIFTY CONSUMPTION
TTL,T T Limited,,,
TTML,Tata Teleservices (Maharashtra) Limited,TELECOM,TELECOMMUNICATIONS - SERVICE,
TULSI,Tulsi Extrusions Limited,,,
TV18BRDCST,TV18 Broadcast Limited,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
TVSELECT,TVS Electronics Limited,,,
TVSMOTOR,TVS Motor Company Limited,AUTOMOBILE,AUTO - 2 & 3 WHEELERS,NIFTY AUTO
TVSSRICHAK,TVS Srichakra Limited,AUTOMOBILE,TYRES,NIFTY AUTO
TVTODAY,TV Today Network Limited,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
TVVISION,TV Vision Limited,,,
TWL,Titagarh Wagons Limited,INDUSTRIAL MANUFACTURING,INFRASTRUCTURE - GENERAL,
UBL,United Breweries Limited,CONSUMER GOODS,BREWERIES & DISTILLERIES,NIFTY CONSUMPTION
UCALFUEL,Ucal Fuel Systems Limited,,,
UCOBANK,UCO Bank,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,NIFTY BANK
UFLEX,UFLEX Limited,INDUSTRIAL MANUFACTURING,PACKAGING,
UFO,UFO Moviez India Limited,,,
UGARSUGAR,The Ugar Sugar Works Limited,CONSUMER GOODS,SUGAR,NIFTY CONSUMPTION
UJAAS,Ujaas Energy Limited,,,
