symbol,name,facev,marketcap_cr,vwap,outshares,dividend,exdate,recorddate
SABTN,Sri Adhikari Brothers Television Network Limited,10.00,8.49,8.10,10481481.481481483,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.60 PER SHARE,15-SEP-17,-
SADBHAV,Sadbhav Engineering Limited,1.00,2491.31,269.90,92304927.7510189,ANNUAL GENERAL MEETING\/DIVIDEND RE 1 PER SHARE,12-SEP-18,-
SADBHIN,Sadbhav Infrastructure Project Limited,10.00,996.13,128.21,77695187.58287185,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.30 PER SHARE (RATE REVISED),18-SEP-18,-
SAGCEM,Sagar Cements Limited,10.00,497.47,768.78,6470901.948541846,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.50 PER SHARE,18-SEP-18,-
SAIL,Steel Authority of India Limited,10.00,7992.57,77.87,1026399126.749711,ANNUAL GENERAL MEETING,16-AUG-18,-
SAKHTISUG,Sakthi Sugars Limited,10.00,30.31,12.92,23459752.321981423,ANNUAL GENERAL MEETING,19-SEP-17,-
SAKSOFT,Saksoft Limited,10.00,79.74,285.64,2791625.8227139055,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3.50 PER SHARE,01-AUG-18,-
SAKUMA,Sakuma Exports Limited,10.00,80.91,166.71,4853338.132085658,ANNUAL GENERAL MEETING\/DIVIDEND - RE 1\/- PER SHARE,15-SEP-17,-
SALASAR,Salasar Techno Engineering Limited,10.00,104.80,313.59,3341943.3017634493,INTERIM DIVIDEND - RE 1\/- PER SHARE (PURPOSE REVISED),23-NOV-17,24-NOV-17
SALONA,Salona Cotspin Limited,10.00,15.17,80.37,1887520.2189871843,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.60 PER SHARE,19-SEP-17,-
SALORAINTL,Salora International Limited,10.00,8.11,28.18,2877927.608232789,ANNUAL GENERAL MEETING,04-SEP-17,-
SALSTEEL,S.A.L. Steel Limited,10.00,24.85,6.57,37823439.8782344,ANNUAL GENERAL MEETING,11-SEP-18,-
SALZERELEC,Salzer Electronics Limited,10.00,172.32,161.11,10695797.902054496,DIVIDEND RS 1.60 PER SHARE,12-SEP-18,-
SAMBHAAV,Sambhaav Media Limited,1.00,35.26,6.20,56870967.74193548,ANNUAL GENERAL MEETING,21-SEP-17,-
SANCO,Sanco Industries Limited,10.00,9.85,17.66,5577576.443941109,ANNUAL GENERAL MEETING,12-SEP-18,-
SANDESH,The Sandesh Limited,10.00,172.14,908.12,1895564.4628463197,INTERIM DIVIDEND - RS 5 PER SHARE,22-FEB-18,23-FEB-18
SANDHAR,Sandhar Technologies Limited,10.00,406.72,376.48,10803229.91925202,ANNUAL GENERAL MEETING,31-AUG-18,-
SANGAMIND,Sangam (India) Limited,10.00,104.79,80.82,12965850.037119526,ANNUAL GENERAL MEETING\/ DIVIDEND- RS 2 PER SHARE,21-SEP-17,-
SANGHIIND,Sanghi Industries Limited,10.00,704.91,83.12,84806304.13859479,ANNUAL GENERAL MEETING,27-OCT-15,-
SANGHVIFOR,Sanghvi Forging and Engineering Limited,10.00,10.82,28.69,3771348.9020564654,ANNUAL GENERAL MEETING,19-SEP-17,-
SANGHVIMOV,Sanghvi Movers Limited,2.00,314.69,140.82,22346967.760261327,ANNUAL GENERAL MEETING,26-JUL-18,-
SANOFI,Sanofi India Limited,10.00,5632.97,6112.96,9214799.377061194,INTERIM  DIVIDEND -RS 18 PER SHARE,06-AUG-18,07-AUG-18
SANWARIA,Sanwaria Consumer Limited,1.00,387.45,15.55,249163987.13826364,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.05 PER SHARE,25-SEP-17,-
SARDAEN,Sarda Energy & Minerals Limited,10.00,322.12,390.41,8250813.2476114845,DIVIDEND- RS 5 PER SHARE,23-AUG-18,-
SAREGAMA,Saregama India Limited,10.00,453.92,635.00,7148346.456692914,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3 PER SHARE,19-JUL-18,-
SARLAPOLY,Sarla Performance Fibers Limited,1.00,147.30,38.90,37866323.90745502,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.10 PER SHARE,21-SEP-17,-
SASKEN,Sasken Technologies Limited,10.00,895.37,959.16,9334938.9048751,DIVIDEND- RS 4.50 PER SHARE,12-JUL-18,-
SASTASUNDR,Sastasundar Ventures Limited,10.00,67.86,91.63,7405871.439484886,ANNUAL GENERAL MEETING,03-AUG-18,-
SATHAISPAT,Sathavahana Ispat Limited,10.00,34.67,13.15,26365019.011406843,ANNUAL GENERAL MEETING,14-SEP-17,-
SATIN,Satin Creditcare Network Limited,10.00,1266.25,369.66,34254450.03516745,ANNUAL GENERAL MEETING,28-JUN-18,-
SBILIFE,SBI Life Insurance Company Limited,10.00,8041.20,675.58,119026614.16856626,INTERIM DIVIDEND - RS 2 PER SHARE (PURPOSE REVISED),03-APR-18,04-APR-18
SBIN,State Bank of India,1.00,115073.63,305.64,3765005562.099202,ANNUAL GENERAL MEETING\/ CHANGE IN REGISTRAR AND TRANSFER AGENT,15-JUN-18,-
SCAPDVR,Stampede Capital Limited,1.00,9.16,1.60,57250000.0,-,-,-
SCHAEFFLER,Schaeffler India Limited,10.00,4267.10,5251.67,8125224.928451331,ANNUAL GENERAL MEETING\/ DIVIDEND - RS 17 PER SHARE,09-APR-18,-
SCHAND,S Chand And Company Limited,5.00,360.27,323.52,11135942.136498516,DIVIDEND - RS 1.25 PER SHARE,15-SEP-17,18-SEP-17
SCHNEIDER,Schneider Electric Infrastructure Limited,2.00,620.47,105.88,58601246.69437099,ANNUAL GENERAL MEETING,14-SEP-17,-
SCI,Shipping Corporation Of India Limited,10.00,975.10,58.22,167485400.20611474,ANNUAL GENERAL MEETING,18-SEP-18,-
SDBL,Som Distilleries & Breweries Limited,10.00,507.98,241.75,21012616.339193385,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.50 PER SHARE,19-SEP-17,-
SEAMECLTD,Seamec Limited,10.00,200.93,292.25,6875278.015397777,ANNUAL GENERAL MEETING,03-AUG-17,-
SELAN,Selan Exploration Technology Limited,10.00,262.07,256.09,10233511.656058418,ANNUAL GENERAL MEETING,03-JUL-18,-
SELMCL,SEL Manufacturing Company Limited,10.00,50.10,1.82,275274725.27472526,ANNUAL GENERAL MEETING,19-SEP-17,-
SEPOWER,S.E. Power Limited,10.00,13.37,4.32,30949074.07407407,ANNUAL GENERAL MEETING,20-JUN-18,-
SEQUENT,Sequent Scientific Limited,2.00,651.90,59.64,109305835.01006036,SCHEME OF ARRANGEMENT,06-APR-18,09-APR-18
SESHAPAPER,Seshasayee Paper and Boards Limited,10.00,542.18,1099.38,4931688.770034018,ANNUAL GENERAL MEETING\/DIVIDEND- RS 15 PER SHARE,10-JUL-18,-
SETCO,Setco Automotive Limited,2.00,242.56,53.33,45482842.67766736,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.80 PER SHARE,19-SEP-18,-
SEZAL,Sezal Glass Limited,10.00,4.59,2.85,16105263.157894736,ANNUAL GENERAL MEETING,22-SEP-17,-
SFL,Sheela Foam Limited,5.00,1138.12,1642.02,6931218.86456925,ANNUAL GENERAL MEETING,10-JUL-18,-
SGL,STL Global Limited,10.00,9.23,9.36,9861111.111111112,ANNUAL GENERAL MEETING,19-SEP-18,-
SHAHALLOYS,Shah Alloys Limited,10.00,19.52,23.89,8170782.754290498,ANNUAL GENERAL MEETING,11-SEP-18,-
SHAKTIPUMP,Shakti Pumps (India) Limited,10.00,424.46,447.61,9482808.695069367,ANNUAL GENERAL MEETING\/DIVIDEND RS 3.70 PER SHARE,18-SEP-18,-
SHALBY,Shalby Limited,10.00,239.22,158.66,15077524.26572545,-,-,-
SHALPAINTS,Shalimar Paints Limited,2.00,104.64,122.87,8516318.059737934,ANNUAL GENERAL MEETING,18-SEP-18,-
SHANKARA,Shankara Building Products Limited,10.00,1499.57,1605.27,9341543.790141223,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3.25 PER SHARE,07-JUN-18,-
SHANTIGEAR,Shanthi Gears Limited,1.00,319.06,129.87,24567644.567644566,ANNUAL GENERAL MEETING,25-JUL-18,-
SHARDACROP,Sharda Cropchem Limited,10.00,904.35,401.98,22497387.92974775,ANNUAL GENERAL MEETING\/DIVIDEND RS 2\/- PER SHARE,20-AUG-18,-
SHARDAMOTR,Sharda Motor Industries Limited,10.00,316.81,1978.35,1601384.9925442922,INTERIM DIVIDEND - RS 6.25 PER SHARE (PURPOSE REVISED),20-FEB-18,21-FEB-18
SHARONBIO,Sharon Bio-Medicine Limited,2.00,18.21,3.75,48560000.0,ANNUAL GENERAL MEETING,16-SEP-16,-
SHEMAROO,Shemaroo Entertainment Limited,10.00,450.73,487.04,9254476.018396847,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.55 PER SHARE,03-SEP-18,-
SHILPAMED,Shilpa Medicare Limited,1.00,1630.37,445.83,36569320.14444968,INTERIM DIVIDEND RE 0.70 PER SHARE (PURPOSE REVISED),01-MAR-18,05-MAR-18
SHILPI,Shilpi Cable Technologies Limited,10.00,18.82,4.05,46469135.80246914,ANNUAL GENERAL MEETING,22-NOV-17,-
SHIRPUR-G,Shirpur Gold Refinery Limited,10.00,75.01,95.10,7887486.855941116,ANNUAL GENERAL MEETING,18-SEP-17,-
SHIVAMAUTO,Shivam Autotech Limited,2.00,145.50,58.20,25000000.0,ANNUAL GENERAL MEETING,20-SEP-17,-
SHIVAMILLS,Shiva Mills Limited,10.00,12.56,58.68,2140422.6312201773,-,-,-
SHIVATEX,Shiva Texyarn Limited,10.00,100.33,308.23,3255036.8231515423,-,-,-
SHK,S H Kelkar and Company Limited,10.00,1067.61,219.55,48627191.983602814,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.75 PER SHARE,01-AUG-18,-
SHOPERSTOP,Shoppers Stop Limited,5.00,1517.69,558.61,27169044.592828628,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.75 PER SHARE,19-JUL-18,-
SHREECEM,SHREE CEMENT LIMITED,10.00,21708.16,17730.77,12243213.35170441,DIVIDEND- RS 30 PER SHARE,20-JUL-18,-
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,10.00,232.51,204.97,11343611.260184417,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.50 PER SHARE,31-AUG-17,-
SHREERAMA,Shree Rama Multi-Tech Limited,5.00,27.54,8.20,33585365.85365854,ANNUAL GENERAL MEETING,12-SEP-18,-
SHREYANIND,Shreyans Industries Limited,10.00,123.90,172.42,7185941.3061129805,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.80 PER SHARE,02-AUG-18,-
SHREYAS,Shreyas Shipping & Logistics Limited,10.00,190.96,316.94,6025115.163753392,DIVIDEND- RS 1.50 PER SHARE,11-JUL-18,-
SHRIPISTON,Shriram Pistons & Rings Limited,10.00,350.99,1439.48,2438311.0567705003,DIVIDEND RS 6\/- PER SHARE,02-JUL-18,-
SHRIRAMCIT,Shriram City Union Finance Limited,10.00,4750.81,2002.83,23720485.51299911,ANNUAL GENERAL MEETING \/ DIVIDENd- RS 12 PER SHARE,17-JUL-18,-
SHRIRAMEPC,Shriram EPC Limited,10.00,50.42,17.27,29195136.074116968,ANNUAL GENERAL MEETING,26-JUL-18,-
SHYAMCENT,Shyam Century Ferrous Limited,1.00,39.89,9.30,42892473.11827957,ANNUAL GENERAL MEETING,23-JUL-18,-
SHYAMTEL,Shyam Telecom Limited,10.00,3.68,9.52,3865546.218487395,ANNUAL GENERAL MEETING,22-SEP-17,-
SICAGEN,Sicagen India Limited,10.00,64.49,28.14,22917555.08173418,ANNUAL GENERAL MEETING \/ DIVIDEND- RE 0.60 PER SHARE,26-JUL-18,-
SICAL,Sical Logistics Limited,10.00,412.35,168.45,24479073.909171864,ANNUAL GENERAL MEETING,11-SEP-18,-
SIEMENS,Siemens Limited,2.00,9166.09,1038.84,88233895.49882561,DIVIDEND- RS 7\/- PER SHARE,25-JAN-18,-
SIL,Standard Industries Limited,5.00,46.68,17.72,26343115.1241535,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.25 PER SHARE,02-AUG-18,-
SILINV,SIL Investments Limited,10.00,82.31,208.77,3942616.2762849065,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.50 PER SHARE,23-AUG-18,-
SIMBHALS,Simbhaoli Sugars Limited,10.00,18.35,9.67,18976215.098241985,ANNUAL GENERAL MEETING,18-SEP-18,-
SIMPLEX,Simplex Projects Limited,10.00,9.98,17.64,5657596.371882087,ANNUAL GENERAL MEETING,20-SEP-17,-
SIMPLEXINF,Simplex Infrastructures Limited,2.00,1224.22,423.62,28899013.266606867,DIVIDEND - RE 0.50 PER SHARE,12-SEP-17,-
SINTEX,Sintex Industries Limited,1.00,607.40,14.30,424755244.75524473,DIVIDEND- RE 0.10 PER SHARE,06-SEP-18,-
SIS,Security and Intelligence Services (India) Limited,10.00,1149.93,1126.91,10204275.407974018,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 1.5 PER SHARE,20-JUN-18,-
SITASHREE,Sita Shree Food Products Limited,10.00,1.80,1.20,15000000.0,ANNUAL GENERAL MEETING,21-SEP-17,-
SITINET,Siti Networks Limited,1.00,269.81,11.66,231397941.68096057,ANNUAL GENERAL MEETING,20-SEP-17,-
SIYSIL,Siyaram Silk Mills Limited,2.00,818.44,528.87,15475258.570159018,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,27-JUL-18,-
SJVN,SJVN Limited,10.00,1062.81,30.00,354270000.0,INTERIM DIVIDEND - RS 1.90 PER SHARE,21-FEB-18,22-FEB-18
SKFINDIA,SKF India Limited,10.00,4310.54,1753.28,24585576.747581676,ANNUAL GENERAL MEETING\/DIVIDEND- RS 12 PER SHARE,13-JUL-18,-
SKIL,SKIL Infrastructure Limited,10.00,82.10,21.76,37729779.4117647,ANNUAL GENERAL MEETING,19-SEP-18,-
SKIPPER,Skipper Limited,1.00,401.65,132.81,30242451.62261878,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.65 PER SHARE,01-AUG-18,-
SKMEGGPROD,SKM Egg Products Export (India) Limited,10.00,83.49,75.71,11027605.336151103,ANNUAL GENERAL MEETING,19-SEP-17,-
SMARTLINK,Smartlink Holdings Limited,2.00,57.63,94.61,6091322.270373111,ANNUAL GENERAL MEETING,20-JUL-18,-
SMLISUZU,SML Isuzu Limited,10.00,522.67,885.28,5904007.771552503,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 1.50 PER SHARE,01-AUG-18,-
SMPL,Splendid Metal Products Limited,5.00,8.85,0.71,124647887.32394366,ANNUAL GENERAL MEETING,26-SEP-17,-
SMSLIFE,SMS Lifesciences India Limited,10.00,36.07,403.27,894437.9695985321,-,-,-
SMSPHARMA,SMS Pharmaceuticals Limited,1.00,191.70,72.83,26321570.781271454,ANNUAL GENERAL MEETING\/DIVIDEND - RS 0.20 PER SHARE,20-SEP-17,-
SNOWMAN,Snowman Logistics Limited,10.00,240.02,42.49,56488585.54954106,ANNUAL GENERAL MEETING,19-JUL-18,-
SOBHA,Sobha Limited,10.00,1952.02,469.90,41541178.97424985,ANNUAL GENERAL MEETING\/DIVIDEND- RS 7 PER SHARE,25-JUL-18,-
SOLARA,Solara Active Pharma Sciences Limited,10.00,497.67,313.13,15893398.907801872,-,-,-
SOLARINDS,Solar Industries India Limited,2.00,2974.02,1201.48,24752971.33535306,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 6 PER SHARE,18-JUL-18,-
SOMANYCERA,Somany Ceramics Limited,2.00,894.99,460.68,19427585.308674134,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.70 PER SHARE,14-AUG-18,-
SOMATEX,Soma Textiles & Industries Limited,10.00,14.15,8.49,16666666.666666668,ANNUAL GENERAL MEETING,31-AUG-18,-
SOMICONVEY,Somi Conveyor Beltings Limited,10.00,20.26,42.23,4797537.295761308,ANNUAL GENERAL MEETING,21-SEP-17,-
SONATSOFTW,Sonata Software Limited,1.00,2544.19,362.15,70252381.60983019,ANNUAL GENERAL MEETING\/DIVIDEND- RS 6.75 PER SHARE,02-AUG-18,-
SORILINFRA,SORIL Infra Resources Limited,10.00,314.09,436.90,7189059.281300069,ANNUAL GENERAL MEETING,20-SEP-17,-
SOTL,Savita Oil Technologies Limited,10.00,460.01,1159.83,3966184.6994818207,BUYBACK,08-FEB-18,09-FEB-18
SOUTHBANK,The South Indian Bank Limited,1.00,3202.81,17.72,1807454853.2731378,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.40 PER SHARE,03-JUL-18,-
SPAL,S. P. Apparels Limited,10.00,294.33,326.16,9024098.60191317,DIVIDEND RE -0.5 PER SHARE,07-SEP-18,-
SPARC,Sun Pharma Advanced Research Company Limited,1.00,2678.03,397.09,67441386.08375935,ANNUAL GENERAL MEETING,19-JUL-18,-
SPECIALITY,Speciality Restaurants Limited,10.00,189.27,103.45,18295795.070082165,ANNUAL GENERAL MEETING,16-AUG-18,-
SPENTEX,Spentex Industries Limited,10.00,14.06,2.74,51313868.61313868,ANNUAL GENERAL MEETING,19-SEP-18,-
SPIC,Southern Petrochemicals Industries Corporation  Limited,10.00,336.50,31.58,106554781.5072831,ANNUAL GENERAL MEETING,30-JUL-18,-
SPICEMOBI,Spice Mobility Limited,3.00,15.27,13.67,11170446.232626189,ANNUAL GENERAL MEETING,18-SEP-17,-
SPLIL,SPL Industries Limited,10.00,34.50,34.80,9913793.103448275,ANNUAL GENERAL MEETING,21-SEP-17,-
SPMLINFRA,SPML Infra Limited,2.00,98.88,68.01,14539038.376709305,EXTRAORDINARY GENERAL MEETING,09-NOV-17,-
SPTL,Sintex Plastics Technology Limited,1.00,1658.96,39.59,419035109.8762314,ANNUAL GENERAL MEETING,06-SEP-18,-
SPYL,Shekhawati Poly-Yarn Limited,1.00,3.86,0.30,128666666.66666667,ANNUAL GENERAL MEETING,18-SEP-18,-
SQSBFSI,SQS India BFSI Limited,10.00,214.55,441.54,4859129.410698918,ANNUAL GENERAL MEETING\/DIVIDEND- RS 20 PER SHARE,19-JUL-18,-
SREEL,Sreeleathers Limited,10.00,239.16,263.57,9073870.319080321,ANNUAL GENERAL MEETING,19-SEP-18,-
SREINFRA,SREI Infrastructure Finance Limited,10.00,850.47,48.62,174921842.86301935,DIVIDEND RE 0.50 PER SHARE,11-JUL-18,-
SRF,SRF Limited,10.00,5411.35,1952.03,27721653.86802457,INTERIM DIVIDEND- RS 6 PER SHARE (PURPOSE REVISED),14-AUG-18,16-AUG-18
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,10.00,93.80,144.45,6493596.400138456,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.50 PER SHARE,19-SEP-17,-
SRIPIPES,Srikalahasthi Pipes Limited,10.00,586.40,220.14,26637594.25819933,ANNUAL GENERAL MEETING\/DIVIDEND RS 6\/- PER SHARE,11-SEP-18,-
SRSLTD,SRS Limited,10.00,3.90,0.44,88636363.63636364,ANNUAL GENERAL MEETING,19-SEP-17,-
SRTRANSFIN,Shriram Transport Finance Company Limited,10.00,19262.16,1334.44,144346392.4942298,ANNUAL GENERAL MEETING\/DIVIDEND RS 6\/- PER SHARE,18-JUL-18,-
SSWL,Steel Strips Wheels Limited,10.00,444.53,1194.87,3720321.039108857,ANNUAL GENERAL MEETING\/DIVIDEND RS 4 PER SHARE,19-SEP-18,-
STAMPEDE,Stampede Capital Limited,1.00,57.50,3.11,184887459.80707395,ANNUAL GENERAL MEETING,21-SEP-17,-
STAN,Standard Chartered PLC,"-"",""buyQuantity5"":""-"",""closePrice"":""0.00",1347.60,56.59,238133945.92684215,INTERIM DIVIDEND,09-AUG-18,10-AUG-18
STAR,Strides Pharma Science Limited,10.00,2890.79,463.91,62313595.30943502,SCHEME OF ARRANGEMENT,06-APR-18,09-APR-18
STARCEMENT,Star Cement Limited,1.00,1482.21,113.72,130338550.82659164,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,23-JUL-18,-
STARPAPER,Star Paper Mills Limited,10.00,139.93,191.06,7323877.316026379,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.50 PER SHARE,02-AUG-18,-
STCINDIA,The State Trading Corporation of India Limited,10.00,83.49,140.06,5961016.707125518,ANNUAL GENERAL MEETING,15-SEP-17,-
STEELXIND,STEEL EXCHANGE INDIA LIMITED,10.00,86.51,25.08,34493620.41467305,ANNUAL GENERAL MEETING,18-SEP-18,-
STEL,Stel Holdings Limited,10.00,92.83,100.70,9218470.705064548,ANNUAL GENERAL MEETING,26-JUL-17,-
STERTOOLS,Sterling Tools Limited,2.00,405.54,377.13,10753321.135947818,INTERIM DIVIDEND RS 2 PER SHARE (PURPOSE REVISED),20-AUG-18,21-AUG-18
STRTECH,Sterlite Technologies Limited,2.00,6616.22,356.83,185416584.9283973,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,21-JUN-18,-
SUBEX,Subex Limited,10.00,300.95,6.01,500748752.0798669,ANNUAL GENERAL MEETING,23-JUL-18,-
SUBROS,Subros Limited,2.00,688.27,338.91,20308341.44758195,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.10 PER SHARE,26-JUL-18,-
SUDARSCHEM,Sudarshan Chemical Industries Limited,2.00,1160.40,430.13,26977890.40522633,DIVIDEND- RS 1 PER SHARE,19-JUL-18,-
SUJANAUNI,Sujana Universal Industries Limited,10.00,5.55,0.52,106730769.23076922,ANNUAL GENERAL MEETING,26-SEP-17,-
SUMEETINDS,Sumeet Industries Limited,10.00,71.82,11.76,61071428.57142857,ANNUAL GENERAL MEETING,19-SEP-18,-
SUMMITSEC,Summit Securities Limited,10.00,230.95,828.46,2787702.484127175,ANNUAL GENERAL MEETING,07-SEP-17,-
SUNCLAYLTD,Sundaram Clayton Limited,5.00,2022.88,3998.74,5058793.519958788,INTERIM DIVIDEND RS 15\/- PER SHARE (PURPOSE REVISED),22-MAR-18,23-MAR-18
SUNDARAM,Sundaram Multi Pap Limited,1.00,48.51,2.37,204683544.30379745,ANNUAL GENERAL MEETING,18-SEP-18,-
SUNDARMFIN,Sundaram Finance Limited,10.00,10149.40,1497.40,67780152.26392414,ANNUAL GENERAL MEETING\/DIVIDEND- RS 7 PER SHARE,04-JUL-18,-
SUNDARMHLD,Sundaram Finance Holdings Limited,5.00,802.36,118.57,67669730.960614,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 1.50 PER SHARE,04-JUL-18,-
SUNDRMBRAK,Sundaram Brake Linings Limited,10.00,67.01,513.78,1304254.7393826153,ANNUAL GENERAL MEETING,01-AUG-18,-
SUNDRMFAST,Sundram Fasteners Limited,1.00,6964.70,657.41,105941497.69550204,INERIM DIVIDEND- RS 2.70 PER SHARE,17-MAY-18,19-MAY-18
SUNFLAG,Sunflag Iron And Steel Company Limited,10.00,519.45,70.74,73430873.62171333,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.5 PER SHARE,06-SEP-18,-
SUNILHITEC,Sunil Hitech Engineers Limited,1.00,70.51,2.90,243137931.0344828,ANNUAL GENERAL MEETING,19-SEP-18,-
SUNPHARMA,Sun Pharmaceutical Industries Limited,1.00,70128.42,631.74,1110083578.6874347,ANNUAL GENERAL MEETING\/DIVIDEND - RS 3.50 PER SHARE,18-SEP-17,-
SUNTECK,Sunteck Realty Limited,1.00,2355.05,487.23,48335488.373047635,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.50 PER SHARE,19-SEP-18,-
SUNTV,Sun TV Network Limited,5.00,7872.83,801.52,98223749.87523705,INTERIM DIVIDEND-RS 5 PER SHARE (PURPOSE REVISED),20-AUG-18,21-AUG-18
SUPERHOUSE,Superhouse Limited,10.00,70.23,141.92,4948562.570462232,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,11-SEP-18,-
SUPERSPIN,Super Spinning Mills Limited,1.00,26.96,8.66,31131639.72286374,ANNUAL GENERAL MEETING,20-AUG-18,-
SUPPETRO,Supreme Petrochem Limited,10.00,1003.75,268.65,37362739.62404616,ANNUAL GENERAL MEETING \/ DIVIDEND - RS 3.50 PER SHARE,12-JUL-18,-
SUPRAJIT,Suprajit Engineering Limited,1.00,1665.80,244.20,68214578.21457821,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.80 PER SHARE,09-AUG-18,-
SUPREMEIND,Supreme Industries Limited,2.00,7557.78,1194.17,63288978.956095025,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 9 PER SHARE,19-JUN-18,-
SUPREMEINF,Supreme Infrastructure India Limited,10.00,56.06,40.31,13907219.052344332,ANNUAL GENERAL MEETING,17-OCT-17,-
SUPREMETEX,Supreme Tex Mart Limited,5.00,0.65,0.49,13265306.12244898,ANNUAL GENERAL MEETING,19-SEP-17,-
SURANAIND,Surana Industries Limited,10.00,1.38,1.50,9200000.0,ANNUAL GENERAL MEETING (DATE REVISED),14-SEP-17,-
SURANASOL,Surana Solar Limited,5.00,13.82,10.77,12831940.575673167,ANNUAL GENERAL MEETING,17-SEP-18,-
SURYALAXMI,Suryalakshmi Cotton Mills Limited,10.00,36.42,50.04,7278177.458033574,ANNUAL GENERAL MEETING\/DIVIDEND - RE 1\/- PER SHARE,18-AUG-17,-
SURYAROSNI,Surya Roshni Limited,10.00,645.41,322.17,20033212.27923146,DIVIDEND- RS 2 PER SHARE,07-SEP-18,-
SUTLEJTEX,Sutlej Textiles and Industries Limited,1.00,234.44,53.02,44217276.49943417,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.30 PER SHARE,23-AUG-18,-
SUVEN,Suven Life Sciences Limited,1.00,1311.77,253.65,51715750.04928051,ANNUAL GENERAL MEETING,09-AUG-18,-
SUZLON,Suzlon Energy Limited,2.00,2391.24,7.20,3321166666.666666,ANNUAL GENERAL MEETING,19-JUL-18,-
SWANENERGY,Swan Energy Limited,1.00,1002.77,158.97,63079197.332830094,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.10 PER SHARE,03-SEP-18,-
SWARAJENG,Swaraj Engines Limited,10.00,1066.84,1795.26,5942537.571159609,ANNUAL GENERAL MEETING \/FINAL DIVIDEND RS 25 PER SHARE\/SPECIAL DIVIDEND RS 25\/- PER SHARE,12-JUL-18,-
SWELECTES,Swelect Energy Systems Limited,10.00,114.81,307.29,3736210.0946988184,ANNUAL GENERAL MEETING\/DIVIDEND- RS 4 PER SHARE,01-AUG-18,-
SYMPHONY,Symphony Limited,2.00,1926.35,1089.78,17676503.51447081,ANNUAL GENERAL MEETING\/ FINAL DIVIDEND- RS 1.50 PER SHARE\/ INTERIM DIVIDEND- RE 1 PER SHARE,02-AUG-18,-
SYNCOM,Syncom Healthcare Limited,10.00,13.05,4.40,29659090.90909091,ANNUAL GENERAL MEETING,19-SEP-18,-
SYNDIBANK,Syndicate Bank,10.00,1526.83,39.58,385757958.5649318,ANNUAL GENERAL MEETING,20-JUN-18,-
SYNGENE,Syngene International Limited,10.00,2856.48,592.29,48227726.28273312,DIVIDEND RE - RE 1 PER SHARE,17-JUL-18,18-JUL-18
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,10.00,28.75,95.41,3013310.973692485,ANNUAL GENERAL MEETING,15-SEP-17,-
TAJGVK,Taj GVK Hotels & Resorts Limited,2.00,317.27,202.37,15677719.02950042,ANNUAL GENERAL MEETING \/ DIVIDEND- RE 0.60 PER SHARE,26-JUL-18,-
TAKE,Take Solutions Limited,1.00,1023.23,209.81,48769362.75677995,ANNUAL GENERAL MEETING\/FINAL DIVIDEND- RE 0.40 PER SHARE\/ SPECIAL DIVIDEND- RE 0.60 PER SHARE (PURPOSE REVISED),02-AUG-18,-
